, 형태소,  의미형태,구분신뢰도, 자연어 수,전자파 지수10,전자파(TG),AI 쳇봇 기계학습효율*100%
2020-8-24 11:14, 228.38 , 1.88 , 0.86 , 369.62 , 0.37 , 0.37 , 36.96 
2020-8-24 11:29, 200.38 , 6.48 , 0.87 ," 1,135.54 ", 1.14 , 1.14 , 113.55 
2020-8-24 11:44, 236.14 , 1.94 , 0.88 , 404.38 , 0.40 , 0.40 , 40.44 
2020-8-24 11:59, 222.42 , 8.46 , 0.84 ," 1,576.46 ", 1.58 , 1.58 , 157.65 
2020-8-24 12:14, 201.90 , 6.71 , 0.93 ," 1,261.28 ", 1.26 , 1.26 , 126.13 
2020-8-24 12:29, 237.16 , 8.03 , 0.85 ," 1,610.44 ", 1.61 , 1.61 , 161.04 
2020-8-24 12:44, 203.46 , 7.76 , 0.86 ," 1,357.65 ", 1.36 , 1.36 , 135.76 
2020-8-24 12:59, 226.58 , 8.07 , 0.85 ," 1,561.82 ", 1.56 , 1.56 , 156.18 
2020-8-24 13:14, 228.96 , 2.20 , 0.87 , 435.45 , 0.44 , 0.44 , 43.54 
2020-8-24 13:29, 203.14 , 3.69 , 0.89 , 667.96 , 0.67 , 0.67 , 66.80 
2020-8-24 13:44, 200.46 , 8.10 , 0.85 ," 1,376.64 ", 1.38 , 1.38 , 137.66 
2020-8-24 13:59, 206.07 , 7.66 , 0.81 ," 1,274.83 ", 1.27 , 1.27 , 127.48 
2020-8-24 14:14, 206.92 , 2.58 , 0.87 , 463.50 , 0.46 , 0.46 , 46.35 
2020-8-24 14:29, 206.81 , 1.48 , 0.87 , 265.40 , 0.27 , 0.27 , 26.54 
2020-8-24 14:44, 234.78 , 6.18 , 0.92 ," 1,329.24 ", 1.33 , 1.33 , 132.92 
2020-8-24 14:59, 229.99 , 9.72 , 0.89 ," 1,984.20 ", 1.98 , 1.98 , 198.42 
2020-8-24 15:14, 205.74 , 4.26 , 0.86 , 757.55 , 0.76 , 0.76 , 75.75 
2020-8-24 15:29, 213.84 , 2.61 , 0.86 , 481.17 , 0.48 , 0.48 , 48.12 
2020-8-24 15:44, 228.32 , 4.83 , 0.95 ," 1,043.62 ", 1.04 , 1.04 , 104.36 
2020-8-24 15:59, 231.39 , 5.31 , 0.87 ," 1,071.18 ", 1.07 , 1.07 , 107.12 
2020-8-24 16:14, 220.45 , 4.91 , 0.95 ," 1,027.21 ", 1.03 , 1.03 , 102.72 
2020-8-24 16:29, 222.26 , 3.20 , 0.82 , 585.73 , 0.59 , 0.59 , 58.57 
2020-8-24 16:44, 209.34 , 8.05 , 0.84 ," 1,414.76 ", 1.41 , 1.41 , 141.48 
2020-8-24 16:59, 208.00 , 7.23 , 0.89 ," 1,334.76 ", 1.33 , 1.33 , 133.48 
2020-8-24 17:14, 207.43 , 7.36 , 0.87 ," 1,329.96 ", 1.33 , 1.33 , 133.00 
2020-8-24 17:29, 228.02 , 7.90 , 0.81 ," 1,451.00 ", 1.45 , 1.45 , 145.10 
2020-8-24 17:44, 209.27 , 1.32 , 0.86 , 237.11 , 0.24 , 0.24 , 23.71 
2020-8-24 17:59, 225.87 , 2.03 , 0.85 , 387.82 , 0.39 , 0.39 , 38.78 
2020-8-24 18:14, 231.64 , 4.09 , 0.88 , 834.01 , 0.83 , 0.83 , 83.40 
2020-8-24 18:29, 217.13 , 2.30 , 0.87 , 432.19 , 0.43 , 0.43 , 43.22 
2020-8-24 18:44, 203.78 , 8.69 , 0.82 ," 1,458.62 ", 1.46 , 1.46 , 145.86 
2020-8-24 18:59, 231.85 , 9.57 , 0.95 ," 2,102.87 ", 2.10 , 2.10 , 210.29 
2020-8-24 19:14, 216.87 , 8.90 , 0.89 ," 1,716.25 ", 1.72 , 1.72 , 171.63 
2020-8-24 19:29, 233.49 , 5.76 , 0.81 ," 1,094.57 ", 1.09 , 1.09 , 109.46 
2020-8-24 19:44, 236.33 , 6.94 , 0.91 ," 1,486.87 ", 1.49 , 1.49 , 148.69 
2020-8-24 19:59, 204.96 , 9.62 , 0.89 ," 1,753.74 ", 1.75 , 1.75 , 175.37 
2020-8-24 20:14, 203.56 , 2.39 , 0.94 , 458.18 , 0.46 , 0.46 , 45.82 
2020-8-24 20:29, 222.13 , 2.61 , 0.94 , 547.62 , 0.55 , 0.55 , 54.76 
2020-8-24 20:44, 202.68 , 6.67 , 0.88 ," 1,188.10 ", 1.19 , 1.19 , 118.81 
2020-8-24 20:59, 213.15 , 3.92 , 0.94 , 785.47 , 0.79 , 0.79 , 78.55 
2020-8-24 21:14, 218.53 , 2.95 , 0.93 , 598.96 , 0.60 , 0.60 , 59.90 
2020-8-24 21:29, 215.18 , 6.45 , 0.86 ," 1,199.01 ", 1.20 , 1.20 , 119.90 
2020-8-24 21:44, 201.77 , 8.76 , 0.82 ," 1,456.79 ", 1.46 , 1.46 , 145.68 
2020-8-24 21:59, 212.91 , 5.88 , 0.87 ," 1,084.90 ", 1.08 , 1.08 , 108.49 
2020-8-24 22:14, 201.25 , 4.01 , 0.83 , 670.20 , 0.67 , 0.67 , 67.02 
2020-8-24 22:29, 202.29 , 7.29 , 0.81 ," 1,199.45 ", 1.20 , 1.20 , 119.95 
2020-8-24 22:44, 214.58 , 6.12 , 0.83 ," 1,093.16 ", 1.09 , 1.09 , 109.32 
2020-8-24 22:59, 221.48 , 5.01 , 0.93 ," 1,035.04 ", 1.04 , 1.04 , 103.50 
2020-8-24 23:14, 205.59 , 8.03 , 0.84 ," 1,394.31 ", 1.39 , 1.39 , 139.43 
2020-8-24 23:29, 208.75 , 7.35 , 0.84 ," 1,281.86 ", 1.28 , 1.28 , 128.19 
2020-8-24 23:44, 227.16 , 1.12 , 0.94 , 240.65 , 0.24 , 0.24 , 24.06 
2020-8-24 23:59, 231.74 , 3.34 , 0.93 , 719.51 , 0.72 , 0.72 , 71.95 
2020-8-25 0:14, 224.38 , 4.95 , 0.90 , 996.66 , 1.00 , 1.00 , 99.67 
2020-8-25 0:29, 239.00 , 8.47 , 0.87 ," 1,761.34 ", 1.76 , 1.76 , 176.13 
2020-8-25 0:44, 225.61 , 2.94 , 0.88 , 586.80 , 0.59 , 0.59 , 58.68 
2020-8-25 0:59, 208.29 , 6.94 , 0.85 ," 1,227.62 ", 1.23 , 1.23 , 122.76 
2020-8-25 1:14, 219.20 , 7.01 , 0.90 ," 1,382.45 ", 1.38 , 1.38 , 138.25 
2020-8-25 1:29, 229.94 , 10.00 , 0.86 ," 1,986.61 ", 1.99 , 1.99 , 198.66 
2020-8-25 1:44, 225.00 , 6.93 , 0.91 ," 1,419.64 ", 1.42 , 1.42 , 141.96 
2020-8-25 1:59, 227.88 , 2.30 , 0.82 , 429.73 , 0.43 , 0.43 , 42.97 
2020-8-25 2:14, 215.44 , 1.97 , 0.83 , 351.62 , 0.35 , 0.35 , 35.16 
2020-8-25 2:29, 229.77 , 1.61 , 0.88 , 325.62 , 0.33 , 0.33 , 32.56 
2020-8-25 2:44, 237.65 , 3.05 , 0.81 , 585.18 , 0.59 , 0.59 , 58.52 
2020-8-25 2:59, 207.13 , 7.10 , 0.84 ," 1,232.98 ", 1.23 , 1.23 , 123.30 
2020-8-25 3:14, 213.42 , 9.05 , 0.86 ," 1,658.98 ", 1.66 , 1.66 , 165.90 
2020-8-25 3:29, 229.39 , 1.96 , 0.84 , 379.36 , 0.38 , 0.38 , 37.94 
2020-8-25 3:44, 223.78 , 2.30 , 0.84 , 429.89 , 0.43 , 0.43 , 42.99 
2020-8-25 3:59, 221.49 , 3.37 , 0.91 , 680.83 , 0.68 , 0.68 , 68.08 
2020-8-25 4:14, 217.33 , 4.29 , 0.88 , 818.02 , 0.82 , 0.82 , 81.80 
2020-8-25 4:29, 237.04 , 9.34 , 0.82 ," 1,820.09 ", 1.82 , 1.82 , 182.01 
2020-8-25 4:44, 205.22 , 5.29 , 0.84 , 915.50 , 0.92 , 0.92 , 91.55 
2020-8-25 4:59, 200.72 , 1.60 , 0.84 , 268.38 , 0.27 , 0.27 , 26.84 
2020-8-25 5:14, 228.13 , 5.41 , 0.80 , 991.95 , 0.99 , 0.99 , 99.19 
2020-8-25 5:29, 210.52 , 6.31 , 0.87 ," 1,150.71 ", 1.15 , 1.15 , 115.07 
2020-8-25 5:44, 228.14 , 6.36 , 0.81 ," 1,175.68 ", 1.18 , 1.18 , 117.57 
2020-8-25 5:59, 224.76 , 6.17 , 0.86 ," 1,186.12 ", 1.19 , 1.19 , 118.61 
2020-8-25 6:14, 218.34 , 5.52 , 0.90 ," 1,081.05 ", 1.08 , 1.08 , 108.10 
2020-8-25 6:29, 239.81 , 4.94 , 0.88 ," 1,037.39 ", 1.04 , 1.04 , 103.74 
2020-8-25 6:44, 214.44 , 2.77 , 0.80 , 478.26 , 0.48 , 0.48 , 47.83 
2020-8-25 6:59, 235.41 , 7.52 , 0.89 ," 1,577.12 ", 1.58 , 1.58 , 157.71 
2020-8-25 7:14, 212.09 , 7.95 , 0.91 ," 1,533.95 ", 1.53 , 1.53 , 153.39 
2020-8-25 7:29, 220.45 , 9.90 , 0.86 ," 1,880.19 ", 1.88 , 1.88 , 188.02 
2020-8-25 7:44, 206.34 , 9.51 , 0.83 ," 1,620.86 ", 1.62 , 1.62 , 162.09 
2020-8-25 7:59, 214.69 , 4.75 , 0.87 , 882.71 , 0.88 , 0.88 , 88.27 
2020-8-25 8:14, 214.50 , 6.61 , 0.91 ," 1,294.21 ", 1.29 , 1.29 , 129.42 
2020-8-25 8:29, 203.87 , 6.72 , 0.85 ," 1,164.12 ", 1.16 , 1.16 , 116.41 
2020-8-25 8:44, 222.16 , 8.49 , 0.89 ," 1,670.68 ", 1.67 , 1.67 , 167.07 
2020-8-25 8:59, 220.45 , 5.19 , 0.89 ," 1,015.17 ", 1.02 , 1.02 , 101.52 
2020-8-25 9:14, 208.58 , 8.76 , 0.81 ," 1,483.42 ", 1.48 , 1.48 , 148.34 
2020-8-25 9:29, 214.47 , 8.60 , 0.82 ," 1,515.95 ", 1.52 , 1.52 , 151.60 
2020-8-25 9:44, 204.17 , 5.39 , 0.91 , 998.81 , 1.00 , 1.00 , 99.88 
2020-8-25 9:59, 234.33 , 6.67 , 0.89 ," 1,387.70 ", 1.39 , 1.39 , 138.77 
2020-8-25 10:14, 221.32 , 2.93 , 0.90 , 584.88 , 0.58 , 0.58 , 58.49 
2020-8-25 10:29, 230.34 , 3.51 , 0.83 , 673.97 , 0.67 , 0.67 , 67.40 
2020-8-25 10:44, 202.95 , 4.26 , 0.82 , 707.77 , 0.71 , 0.71 , 70.78 
2020-8-25 10:59, 218.05 , 2.61 , 0.92 , 520.91 , 0.52 , 0.52 , 52.09 
2020-8-25 11:14, 236.91 , 9.09 , 0.94 ," 2,033.78 ", 2.03 , 2.03 , 203.38 
2020-8-25 11:29, 235.34 , 3.62 , 0.84 , 711.76 , 0.71 , 0.71 , 71.18 
2020-8-25 11:44, 214.04 , 4.57 , 0.89 , 866.63 , 0.87 , 0.87 , 86.66 
2020-8-25 11:59, 202.39 , 2.51 , 0.87 , 442.02 , 0.44 , 0.44 , 44.20 
2020-8-25 12:14, 233.39 , 1.45 , 0.94 , 317.35 , 0.32 , 0.32 , 31.73 
2020-8-25 12:29, 216.32 , 5.75 , 0.86 ," 1,069.99 ", 1.07 , 1.07 , 107.00 
2020-8-25 12:44, 231.66 , 6.05 , 0.88 ," 1,236.59 ", 1.24 , 1.24 , 123.66 
2020-8-25 12:59, 234.51 , 4.59 , 0.82 , 879.54 , 0.88 , 0.88 , 87.95 
2020-8-25 13:14, 226.06 , 9.69 , 0.89 ," 1,946.20 ", 1.95 , 1.95 , 194.62 
2020-8-25 13:29, 217.43 , 8.08 , 0.88 ," 1,539.84 ", 1.54 , 1.54 , 153.98 
2020-8-25 13:44, 217.61 , 1.57 , 0.92 , 315.33 , 0.32 , 0.32 , 31.53 
2020-8-25 13:59, 226.66 , 5.76 , 0.93 ," 1,209.18 ", 1.21 , 1.21 , 120.92 
2020-8-25 14:14, 227.55 , 5.83 , 0.81 ," 1,072.93 ", 1.07 , 1.07 , 107.29 
2020-8-25 14:29, 205.61 , 8.69 , 0.84 ," 1,497.55 ", 1.50 , 1.50 , 149.75 
2020-8-25 14:44, 221.05 , 3.14 , 0.90 , 622.21 , 0.62 , 0.62 , 62.22 
2020-8-25 14:59, 215.00 , 2.56 , 0.81 , 447.34 , 0.45 , 0.45 , 44.73 
2020-8-25 15:14, 221.16 , 8.86 , 0.92 ," 1,795.58 ", 1.80 , 1.80 , 179.56 
2020-8-25 15:29, 201.55 , 5.01 , 0.88 , 891.17 , 0.89 , 0.89 , 89.12 
2020-8-25 15:44, 215.87 , 7.34 , 0.92 ," 1,449.80 ", 1.45 , 1.45 , 144.98 
2020-8-25 15:59, 208.48 , 5.88 , 0.90 ," 1,102.73 ", 1.10 , 1.10 , 110.27 
2020-8-25 16:14, 229.48 , 8.96 , 0.91 ," 1,869.98 ", 1.87 , 1.87 , 187.00 
2020-8-25 16:29, 203.75 , 2.94 , 0.92 , 552.87 , 0.55 , 0.55 , 55.29 
2020-8-25 16:44, 208.12 , 8.59 , 0.91 ," 1,634.89 ", 1.63 , 1.63 , 163.49 
2020-8-25 16:59, 235.33 , 4.98 , 0.89 ," 1,045.39 ", 1.05 , 1.05 , 104.54 
2020-8-25 17:14, 230.70 , 8.86 , 0.80 ," 1,644.71 ", 1.64 , 1.64 , 164.47 
2020-8-25 17:29, 216.14 , 6.32 , 0.86 ," 1,171.58 ", 1.17 , 1.17 , 117.16 
2020-8-25 17:44, 209.52 , 5.07 , 0.92 , 981.24 , 0.98 , 0.98 , 98.12 
2020-8-25 17:59, 203.47 , 4.85 , 0.81 , 800.22 , 0.80 , 0.80 , 80.02 
2020-8-25 18:14, 226.34 , 3.90 , 0.84 , 743.50 , 0.74 , 0.74 , 74.35 
2020-8-25 18:29, 226.88 , 4.85 , 0.84 , 929.52 , 0.93 , 0.93 , 92.95 
2020-8-25 18:44, 237.89 , 7.67 , 0.84 ," 1,528.64 ", 1.53 , 1.53 , 152.86 
2020-8-25 18:59, 235.28 , 7.84 , 0.95 ," 1,743.22 ", 1.74 , 1.74 , 174.32 
2020-8-25 19:14, 223.40 , 3.41 , 0.81 , 617.59 , 0.62 , 0.62 , 61.76 
2020-8-25 19:29, 234.30 , 9.24 , 0.84 ," 1,830.03 ", 1.83 , 1.83 , 183.00 
2020-8-25 19:44, 203.64 , 1.32 , 0.93 , 249.45 , 0.25 , 0.25 , 24.94 
2020-8-25 19:59, 218.60 , 3.43 , 0.91 , 681.67 , 0.68 , 0.68 , 68.17 
2020-8-25 20:14, 222.78 , 3.40 , 0.88 , 666.09 , 0.67 , 0.67 , 66.61 
2020-8-25 20:29, 207.44 , 8.40 , 0.93 ," 1,625.69 ", 1.63 , 1.63 , 162.57 
2020-8-25 20:44, 222.67 , 3.71 , 0.89 , 739.00 , 0.74 , 0.74 , 73.90 
2020-8-25 20:59, 218.64 , 9.46 , 0.81 ," 1,680.02 ", 1.68 , 1.68 , 168.00 
2020-8-25 21:14, 221.41 , 3.31 , 0.81 , 592.59 , 0.59 , 0.59 , 59.26 
2020-8-25 21:29, 233.31 , 4.23 , 0.86 , 853.86 , 0.85 , 0.85 , 85.39 
2020-8-25 21:44, 215.42 , 1.01 , 0.93 , 202.20 , 0.20 , 0.20 , 20.22 
2020-8-25 21:59, 212.96 , 9.63 , 0.87 ," 1,775.78 ", 1.78 , 1.78 , 177.58 
2020-8-25 22:14, 239.02 , 8.41 , 0.83 ," 1,677.53 ", 1.68 , 1.68 , 167.75 
2020-8-25 22:29, 235.46 , 3.40 , 0.84 , 668.48 , 0.67 , 0.67 , 66.85 
2020-8-25 22:44, 221.93 , 3.65 , 0.86 , 697.09 , 0.70 , 0.70 , 69.71 
2020-8-25 22:59, 227.45 , 7.67 , 0.81 ," 1,415.48 ", 1.42 , 1.42 , 141.55 
2020-8-25 23:14, 222.57 , 6.36 , 0.91 ," 1,293.27 ", 1.29 , 1.29 , 129.33 
2020-8-25 23:29, 226.32 , 2.15 , 0.94 , 459.37 , 0.46 , 0.46 , 45.94 
2020-8-25 23:44, 206.84 , 8.95 , 0.91 ," 1,681.68 ", 1.68 , 1.68 , 168.17 
2020-8-25 23:59, 223.47 , 4.96 , 0.80 , 886.92 , 0.89 , 0.89 , 88.69 
2020-8-26 0:14, 222.86 , 9.18 , 0.81 ," 1,659.71 ", 1.66 , 1.66 , 165.97 
2020-8-26 0:29, 232.59 , 6.99 , 0.92 ," 1,500.29 ", 1.50 , 1.50 , 150.03 
2020-8-26 0:44, 223.27 , 2.43 , 0.85 , 463.96 , 0.46 , 0.46 , 46.40 
2020-8-26 0:59, 220.73 , 9.66 , 0.86 ," 1,829.57 ", 1.83 , 1.83 , 182.96 
2020-8-26 1:14, 234.27 , 4.71 , 0.82 , 904.42 , 0.90 , 0.90 , 90.44 
2020-8-26 1:29, 200.59 , 7.85 , 0.94 ," 1,488.55 ", 1.49 , 1.49 , 148.86 
2020-8-26 1:44, 212.63 , 3.68 , 0.84 , 658.18 , 0.66 , 0.66 , 65.82 
2020-8-26 1:59, 213.56 , 7.81 , 0.86 ," 1,433.78 ", 1.43 , 1.43 , 143.38 
2020-8-26 2:14, 239.23 , 7.86 , 0.85 ," 1,603.95 ", 1.60 , 1.60 , 160.40 
2020-8-26 2:29, 221.74 , 5.71 , 0.81 ," 1,029.45 ", 1.03 , 1.03 , 102.95 
2020-8-26 2:44, 202.25 , 7.46 , 0.89 ," 1,346.42 ", 1.35 , 1.35 , 134.64 
2020-8-26 2:59, 200.06 , 4.01 , 0.87 , 698.99 , 0.70 , 0.70 , 69.90 
2020-8-26 3:14, 219.11 , 6.91 , 0.83 ," 1,261.95 ", 1.26 , 1.26 , 126.19 
2020-8-26 3:29, 208.38 , 2.25 , 0.81 , 382.33 , 0.38 , 0.38 , 38.23 
2020-8-26 3:44, 217.00 , 3.02 , 0.91 , 597.24 , 0.60 , 0.60 , 59.72 
2020-8-26 3:59, 238.24 , 3.41 , 0.80 , 650.49 , 0.65 , 0.65 , 65.05 
2020-8-26 4:14, 214.38 , 3.11 , 0.82 , 545.78 , 0.55 , 0.55 , 54.58 
2020-8-26 4:29, 208.68 , 4.06 , 0.92 , 778.67 , 0.78 , 0.78 , 77.87 
2020-8-26 4:44, 214.88 , 1.97 , 0.91 , 382.65 , 0.38 , 0.38 , 38.27 
2020-8-26 4:59, 203.43 , 4.46 , 0.84 , 761.91 , 0.76 , 0.76 , 76.19 
2020-8-26 5:14, 233.42 , 3.87 , 0.92 , 828.27 , 0.83 , 0.83 , 82.83 
2020-8-26 5:29, 213.54 , 6.16 , 0.94 ," 1,233.46 ", 1.23 , 1.23 , 123.35 
2020-8-26 5:44, 233.20 , 2.13 , 0.89 , 440.50 , 0.44 , 0.44 , 44.05 
2020-8-26 5:59, 221.11 , 7.05 , 0.94 ," 1,468.97 ", 1.47 , 1.47 , 146.90 
2020-8-26 6:14, 205.78 , 3.44 , 0.80 , 569.28 , 0.57 , 0.57 , 56.93 
2020-8-26 6:29, 236.51 , 2.85 , 0.82 , 550.93 , 0.55 , 0.55 , 55.09 
2020-8-26 6:44, 231.53 , 4.81 , 0.87 , 964.19 , 0.96 , 0.96 , 96.42 
2020-8-26 6:59, 231.55 , 9.76 , 0.89 ," 2,001.44 ", 2.00 , 2.00 , 200.14 
2020-8-26 7:14, 225.33 , 3.52 , 0.83 , 658.05 , 0.66 , 0.66 , 65.81 
2020-8-26 7:29, 217.28 , 1.28 , 0.83 , 230.46 , 0.23 , 0.23 , 23.05 
2020-8-26 7:44, 218.34 , 3.01 , 0.92 , 606.10 , 0.61 , 0.61 , 60.61 
2020-8-26 7:59, 211.07 , 5.68 , 0.89 ," 1,070.13 ", 1.07 , 1.07 , 107.01 
2020-8-26 8:14, 220.52 , 2.25 , 0.95 , 469.83 , 0.47 , 0.47 , 46.98 
2020-8-26 8:29, 211.78 , 4.65 , 0.93 , 918.92 , 0.92 , 0.92 , 91.89 
2020-8-26 8:44, 210.62 , 3.96 , 0.84 , 704.79 , 0.70 , 0.70 , 70.48 
2020-8-26 8:59, 211.32 , 7.26 , 0.91 ," 1,400.43 ", 1.40 , 1.40 , 140.04 
2020-8-26 9:14, 206.71 , 5.53 , 0.92 ," 1,047.07 ", 1.05 , 1.05 , 104.71 
2020-8-26 9:29, 221.14 , 1.51 , 0.83 , 275.92 , 0.28 , 0.28 , 27.59 
2020-8-26 9:44, 208.91 , 5.92 , 0.84 ," 1,040.09 ", 1.04 , 1.04 , 104.01 
2020-8-26 9:59, 208.65 , 9.66 , 0.86 ," 1,730.50 ", 1.73 , 1.73 , 173.05 
2020-8-26 10:14, 215.21 , 3.25 , 0.89 , 624.00 , 0.62 , 0.62 , 62.40 
2020-8-26 10:29, 228.88 , 4.84 , 0.81 , 895.38 , 0.90 , 0.90 , 89.54 
2020-8-26 10:44, 213.48 , 7.24 , 0.92 ," 1,419.64 ", 1.42 , 1.42 , 141.96 
2020-8-26 10:59, 228.95 , 3.21 , 0.83 , 608.33 , 0.61 , 0.61 , 60.83 
2020-8-26 11:14, 235.12 , 3.21 , 0.83 , 628.80 , 0.63 , 0.63 , 62.88 
2020-8-26 11:29, 218.14 , 2.35 , 0.83 , 423.04 , 0.42 , 0.42 , 42.30 
2020-8-26 11:44, 212.16 , 6.24 , 0.89 ," 1,177.71 ", 1.18 , 1.18 , 117.77 
2020-8-26 11:59, 210.96 , 8.62 , 0.84 ," 1,536.41 ", 1.54 , 1.54 , 153.64 
2020-8-26 12:14, 215.76 , 1.51 , 0.92 , 298.80 , 0.30 , 0.30 , 29.88 
2020-8-26 12:29, 208.41 , 9.03 , 0.87 ," 1,632.27 ", 1.63 , 1.63 , 163.23 
2020-8-26 12:44, 231.06 , 6.17 , 0.89 ," 1,273.00 ", 1.27 , 1.27 , 127.30 
2020-8-26 12:59, 215.88 , 1.13 , 0.93 , 226.79 , 0.23 , 0.23 , 22.68 
2020-8-26 13:14, 213.33 , 1.97 , 0.91 , 384.10 , 0.38 , 0.38 , 38.41 
2020-8-26 13:29, 212.61 , 4.18 , 0.94 , 835.61 , 0.84 , 0.84 , 83.56 
2020-8-26 13:44, 235.28 , 2.47 , 0.87 , 506.97 , 0.51 , 0.51 , 50.70 
2020-8-26 13:59, 209.54 , 1.51 , 0.87 , 275.16 , 0.28 , 0.28 , 27.52 
2020-8-26 14:14, 207.20 , 1.65 , 0.89 , 304.79 , 0.30 , 0.30 , 30.48 
2020-8-26 14:29, 207.13 , 8.66 , 0.86 ," 1,539.51 ", 1.54 , 1.54 , 153.95 
2020-8-26 14:44, 220.69 , 1.72 , 0.90 , 341.35 , 0.34 , 0.34 , 34.13 
2020-8-26 14:59, 219.63 , 7.08 , 0.94 ," 1,460.26 ", 1.46 , 1.46 , 146.03 
2020-8-26 15:14, 237.28 , 1.42 , 0.87 , 292.15 , 0.29 , 0.29 , 29.22 
2020-8-26 15:29, 219.79 , 9.23 , 0.87 ," 1,773.76 ", 1.77 , 1.77 , 177.38 
2020-8-26 15:44, 230.58 , 7.55 , 0.86 ," 1,493.92 ", 1.49 , 1.49 , 149.39 
2020-8-26 15:59, 222.04 , 5.87 , 0.81 ," 1,059.78 ", 1.06 , 1.06 , 105.98 
2020-8-26 16:14, 227.27 , 7.95 , 0.89 ," 1,599.79 ", 1.60 , 1.60 , 159.98 
2020-8-26 16:29, 222.31 , 1.12 , 0.93 , 230.67 , 0.23 , 0.23 , 23.07 
2020-8-26 16:44, 239.12 , 9.33 , 0.87 ," 1,934.28 ", 1.93 , 1.93 , 193.43 
2020-8-26 16:59, 231.30 , 3.72 , 0.84 , 724.16 , 0.72 , 0.72 , 72.42 
2020-8-26 17:14, 228.53 , 5.90 , 0.86 ," 1,163.18 ", 1.16 , 1.16 , 116.32 
2020-8-26 17:29, 204.07 , 3.31 , 0.84 , 567.31 , 0.57 , 0.57 , 56.73 
2020-8-26 17:44, 217.74 , 5.01 , 0.81 , 880.17 , 0.88 , 0.88 , 88.02 
2020-8-26 17:59, 219.35 , 3.35 , 0.80 , 589.43 , 0.59 , 0.59 , 58.94 
2020-8-26 18:14, 237.18 , 1.80 , 0.81 , 344.15 , 0.34 , 0.34 , 34.42 
2020-8-26 18:29, 236.59 , 1.82 , 0.81 , 348.35 , 0.35 , 0.35 , 34.84 
2020-8-26 18:44, 203.05 , 3.63 , 0.85 , 625.94 , 0.63 , 0.63 , 62.59 
2020-8-26 18:59, 220.24 , 6.82 , 0.94 ," 1,410.62 ", 1.41 , 1.41 , 141.06 
2020-8-26 19:14, 206.03 , 3.06 , 0.87 , 550.20 , 0.55 , 0.55 , 55.02 
2020-8-26 19:29, 236.48 , 6.49 , 0.87 ," 1,334.27 ", 1.33 , 1.33 , 133.43 
2020-8-26 19:44, 213.72 , 8.08 , 0.86 ," 1,476.77 ", 1.48 , 1.48 , 147.68 
2020-8-26 19:59, 228.69 , 6.21 , 0.82 ," 1,161.19 ", 1.16 , 1.16 , 116.12 
2020-8-26 20:14, 205.53 , 9.99 , 0.82 ," 1,678.68 ", 1.68 , 1.68 , 167.87 
2020-8-26 20:29, 231.98 , 5.69 , 0.93 ," 1,223.70 ", 1.22 , 1.22 , 122.37 
2020-8-26 20:44, 209.47 , 5.79 , 0.92 ," 1,121.31 ", 1.12 , 1.12 , 112.13 
2020-8-26 20:59, 200.77 , 2.66 , 0.86 , 461.51 , 0.46 , 0.46 , 46.15 
2020-8-26 21:14, 217.59 , 2.64 , 0.90 , 514.62 , 0.51 , 0.51 , 51.46 
2020-8-26 21:29, 201.66 , 7.86 , 0.93 ," 1,466.76 ", 1.47 , 1.47 , 146.68 
2020-8-26 21:44, 221.60 , 1.23 , 0.84 , 228.98 , 0.23 , 0.23 , 22.90 
2020-8-26 21:59, 211.47 , 5.51 , 0.81 , 945.13 , 0.95 , 0.95 , 94.51 
2020-8-26 22:14, 223.55 , 4.44 , 0.81 , 799.46 , 0.80 , 0.80 , 79.95 
2020-8-26 22:29, 234.04 , 6.63 , 0.89 ," 1,387.37 ", 1.39 , 1.39 , 138.74 
2020-8-26 22:44, 238.20 , 3.87 , 0.93 , 858.82 , 0.86 , 0.86 , 85.88 
2020-8-26 22:59, 229.40 , 5.75 , 0.87 ," 1,146.78 ", 1.15 , 1.15 , 114.68 
2020-8-26 23:14, 218.15 , 2.65 , 0.92 , 532.28 , 0.53 , 0.53 , 53.23 
2020-8-26 23:29, 218.45 , 2.46 , 0.84 , 449.63 , 0.45 , 0.45 , 44.96 
2020-8-26 23:44, 217.94 , 7.29 , 0.87 ," 1,381.06 ", 1.38 , 1.38 , 138.11 
2020-8-26 23:59, 217.47 , 2.66 , 0.88 , 511.80 , 0.51 , 0.51 , 51.18 
2020-8-27 0:14, 222.49 , 2.15 , 0.90 , 432.13 , 0.43 , 0.43 , 43.21 
2020-8-27 0:29, 200.99 , 6.73 , 0.86 ," 1,165.16 ", 1.17 , 1.17 , 116.52 
2020-8-27 0:44, 219.04 , 3.93 , 0.92 , 788.52 , 0.79 , 0.79 , 78.85 
2020-8-27 0:59, 230.47 , 3.34 , 0.94 , 726.48 , 0.73 , 0.73 , 72.65 
2020-8-27 1:14, 220.80 , 4.93 , 0.85 , 919.40 , 0.92 , 0.92 , 91.94 
2020-8-27 1:29, 232.85 , 6.56 , 0.83 ," 1,273.33 ", 1.27 , 1.27 , 127.33 
2020-8-27 1:44, 213.34 , 9.23 , 0.86 ," 1,696.56 ", 1.70 , 1.70 , 169.66 
2020-8-27 1:59, 211.49 , 6.41 , 0.88 ," 1,189.95 ", 1.19 , 1.19 , 119.00 
2020-8-27 2:14, 233.63 , 2.74 , 0.92 , 586.31 , 0.59 , 0.59 , 58.63 
